      UTCTime       Week   GPSTime         Latitude        Longitude        H-Ell VelBdyX VelBdyY VelBdyZ AccBdyX AccBdyY AccBdyZ           Roll          Pitch        Heading Q
        (sec)    (weeks)     (sec)       (+/-D M S)       (+/-D M S)          (m)   (m/s)   (m/s)   (m/s) (m/s^2) (m/s^2) (m/s^2)          (deg)          (deg)          (deg)  
1621579658.00 2158.00000 456476.00   22 18 22.88967  114 11 23.93442        3.374   0.202   6.043  -0.071  -0.202  -1.379  -0.668  -0.7125646915   3.0493615998 -57.2608294989 2
1621579659.00 2158.00000 456477.00   22 18 22.99080  114 11 23.77409        3.597   0.188   5.018  -0.018  -0.262  -0.679  -0.309  -0.7899942079   2.4102500976 -57.3398690268 2
1621579660.00 2158.00000 456478.00   22 18 23.07309  114 11 23.64434        3.775   0.038   3.968  -0.050  -0.780  -1.290  -0.054  -0.2812306042   2.8719509481 -57.2999510572 2
1621579661.00 2158.00000 456479.00   22 18 23.13494  114 11 23.54629        3.932   0.002   2.811   0.017   0.230  -1.211  -0.537  -0.4644854254   2.4326240995 -57.1763468720 2
1621579662.00 2158.00000 456480.00   22 18 23.17693  114 11 23.48119        4.025  -0.010   1.779  -0.006  -1.172   0.521  -0.338  -0.0377579187   2.2101732356 -56.8796635962 2
1621579663.00 2158.00000 456481.00   22 18 23.20272  114 11 23.44115        4.079   0.022   1.069   0.002  -0.054  -0.561  -0.149  -0.0429832938   2.1774745342 -56.8388861899 2
1621579664.00 2158.00000 456482.00   22 18 23.21864  114 11 23.41661        4.119   0.007   0.678   0.001  -0.128  -0.254  -0.004   0.0031569975   2.2869266618 -56.8868943235 2
1621579665.00 2158.00000 456483.00   22 18 23.22849  114 11 23.40097        4.141   0.002   0.380   0.002  -0.282  -0.503   0.116  -0.1782471701   2.4938446399 -56.9866806531 2
1621579666.00 2158.00000 456484.00   22 18 23.23124  114 11 23.39671        4.155   0.001  -0.011   0.006   0.456  -0.032  -0.056  -0.2018243833   2.4871066563 -57.0056913928 1
1621579667.00 2158.00000 456485.00   22 18 23.23129  114 11 23.39698        4.158   0.006   0.005   0.006  -0.315   0.084  -0.063  -0.1833063874   2.5015050857 -57.0040470039 1
1621579668.00 2158.00000 456486.00   22 18 23.23129  114 11 23.39701        4.157   0.001   0.005   0.006   0.224   0.079   0.009  -0.1831803367   2.4991903362 -57.0039438715 1
1621579669.00 2158.00000 456487.00   22 18 23.23138  114 11 23.39680        4.163   0.006   0.002   0.006  -0.026   0.071  -0.058  -0.1823896549   2.4984684093 -57.0041329476 1
1621579670.00 2158.00000 456488.00   22 18 23.23151  114 11 23.39651        4.169  -0.000  -0.001   0.006  -0.528  -0.025  -0.013  -0.1835928663   2.4965375416 -57.0040298152 1
1621579671.00 2158.00000 456489.00   22 18 23.23151  114 11 23.39651        4.169  -0.001  -0.000   0.007   0.323  -0.122   0.037  -0.1852372552   2.4948816935 -57.0043162941 1
1621579672.00 2158.00000 456490.00   22 18 23.23151  114 11 23.39651        4.169   0.004   0.001   0.004   0.441  -0.074  -0.036  -0.1859992890   2.4957812373 -57.0055023167 1
1621579673.00 2158.00000 456491.00   22 18 23.23151  114 11 23.39651        4.168   0.001   0.000   0.003  -0.280   0.182  -0.007  -0.1851685002   2.4948473161 -57.0057945252 1
1621579674.00 2158.00000 456492.00   22 18 23.23151  114 11 23.39651        4.168  -0.001  -0.003   0.000  -0.472   0.053   0.000  -0.1861196102   2.4951395245 -57.0054965871 1
1621579675.00 2158.00000 456493.00   22 18 23.23151  114 11 23.39651        4.168  -0.005  -0.001   0.000  -0.264  -0.155   0.013  -0.1849393171   2.4932086568 -57.0053418885 1
1621579676.00 2158.00000 456494.00   22 18 23.23151  114 11 23.39651        4.168  -0.004   0.001  -0.002   0.300   0.092   0.019  -0.1861539876   2.4966578627 -57.0046657983 1
1621579677.00 2158.00000 456495.00   22 18 23.23151  114 11 23.39646        4.167  -0.002  -0.001  -0.003   0.456   0.175  -0.036  -0.1861826355   2.4977178346 -57.0055252350 1
1621579678.00 2158.00000 456496.00   22 18 23.23151  114 11 23.39636        4.165  -0.002  -0.002  -0.004   0.405  -0.200   0.044  -0.1849221284   2.4945837555 -57.0056971223 1
1621579679.00 2158.00000 456497.00   22 18 23.23151  114 11 23.39629        4.163  -0.000   0.000  -0.006   0.424   0.041  -0.068  -0.1855065453   2.4983079812 -57.0053476181 1
1621579680.00 2158.00000 456498.00   22 18 23.23149  114 11 23.39625        4.159  -0.000  -0.004  -0.007   0.312   0.129  -0.056  -0.1833293057   2.5030291534 -57.0066826098 1
1621579681.00 2158.00000 456499.00   22 18 23.23146  114 11 23.39620        4.156   0.000  -0.001  -0.006  -0.053  -0.177  -0.002  -0.1816047027   2.5030921787 -57.0070378436 1
1621579682.00 2158.00000 456500.00   22 18 23.23186  114 11 23.39544        4.150   0.001   0.095  -0.010   0.111   0.140   0.072  -0.1751474684   2.5387702606 -57.0068315788 1
1621579683.00 2158.00000 456501.00   22 18 23.23828  114 11 23.38515        4.150   0.015   0.884  -0.027   0.010   1.377   0.048  -0.1813869788   2.7298975219 -57.0227025097 1
1621579684.00 2158.00000 456502.00   22 18 23.26646  114 11 23.34047        4.193   0.045   2.167  -0.024  -0.018   1.078  -0.006  -0.2865304638   2.3911190368 -57.1371107222 1
1621579685.00 2158.00000 456503.00   22 18 23.31680  114 11 23.26159        4.262   0.062   3.322  -0.039  -0.102   0.724   0.306  -0.2303634111   2.2508475094 -56.9439666495 1
1621579686.00 2158.00000 456504.00   22 18 23.38582  114 11 23.15459        4.350   0.092   3.847  -0.028   0.677  -0.091  -0.053  -0.2543073174   1.5282274086 -56.5811984215 1
1621579687.00 2158.00000 456505.00   22 18 23.45669  114 11 23.04770        4.393   0.136   3.764  -0.043   0.266   0.533   0.404   0.7059470290   0.9173684554 -56.1984396961 1
1621579688.00 2158.00000 456506.00   22 18 23.52980  114 11 22.93105        4.414  -0.037   4.121  -0.023   0.792   0.685  -0.001   0.2451686405   0.5577457657 -58.9944107109 1
1621579689.00 2158.00000 456507.00   22 18 23.58457  114 11 22.80539        4.411  -0.097   3.834   0.035  -1.930  -0.425  -0.191  -0.3139579534   0.2390838288 -72.0473575827 1
1621579690.00 2158.00000 456508.00   22 18 23.59883  114 11 22.67612        4.387  -0.093   3.809   0.026   0.093   0.623   1.014  -0.2489673507   0.0015928227 -92.4493762616 1
1621579691.00 2158.00000 456509.00   22 18 23.56629  114 11 22.54714        4.350  -0.080   3.991  -0.036  -2.465   1.115   0.617   0.8798225310   0.0675288057 -115.197038317 1
1621579692.00 2158.00000 456510.00   22 18 23.48317  114 11 22.42903        4.327  -0.111   4.534  -0.025  -1.354  -0.969  -0.386   0.6607234702   0.1596489600 -135.442530655 1
1621579693.00 2158.00000 456511.00   22 18 23.35975  114 11 22.32680        4.290   0.067   4.993  -0.024  -0.680  -0.697  -0.242  -0.0131608406  -0.1321240676 -146.728441310 1
1621579694.00 2158.00000 456512.00   22 18 23.22306  114 11 22.23159        4.248   0.125   4.984  -0.035   0.074  -0.434  -0.095  -0.2658352282  -0.0392017723 -148.520532972 1
1621579695.00 2158.00000 456513.00   22 18 23.08905  114 11 22.13748        4.213   0.136   4.867  -0.011  -0.533  -0.225  -0.349  -0.3992427212   0.0575020443 -147.956100788 1
1621579696.00 2158.00000 456514.00   22 18 22.95765  114 11 22.04328        4.177   0.181   4.889  -0.084  -1.795  -1.248   2.916  -0.7369497753  -0.0096715276 -147.403196516 1
1621579697.00 2158.00000 456515.00   22 18 22.82681  114 11 21.94776        4.151   0.155   4.796  -0.012   0.096  -0.961  -0.082  -1.2933605493   0.2583982360 -146.755112495 1
1621579698.00 2158.00000 456516.00   22 18 22.70152  114 11 21.85449        4.151   0.092   4.547  -0.010   0.088  -0.629  -0.048  -1.0025329020   0.0968241378 -146.843244863 1
1621579699.00 2158.00000 456517.00   22 18 22.58528  114 11 21.76938        4.136   0.110   4.110  -0.024   0.434  -0.413  -0.102  -1.1461562325   0.1143394576 -147.105401702 1
1621579700.00 2158.00000 456518.00   22 18 22.48275  114 11 21.69501        4.126   0.083   3.340  -0.010   0.023  -1.219  -0.043  -1.4538517573  -0.0779279897 -147.300694367 1
1621579701.00 2158.00000 456519.00   22 18 22.40616  114 11 21.63959        4.119   0.046   2.302  -0.006  -0.325  -1.475  -0.028  -1.4528777290   0.0856342721 -147.485627954 1
1621579702.00 2158.00000 456520.00   22 18 22.36322  114 11 21.60845        4.120   0.023   0.976  -0.006   0.064  -1.014   0.008  -1.3259331999   0.4132572689 -147.463981609 1
1621579703.00 2158.00000 456521.00   22 18 22.34935  114 11 21.59842        4.120  -0.001   0.094  -0.002   0.135  -0.662  -0.076  -1.3320294709   0.4839430721 -147.445314644 1
1621579704.00 2158.00000 456522.00   22 18 22.34938  114 11 21.59845        4.121   0.000  -0.002   0.001  -0.340   0.141  -0.031  -1.3286547494   0.5520505652 -147.442134728 1
1621579705.00 2158.00000 456523.00   22 18 22.34943  114 11 21.59849        4.121  -0.001   0.001  -0.001   0.589   0.118  -0.008  -1.3277609353   0.5523370441 -147.441361235 1
1621579706.00 2158.00000 456524.00   22 18 22.34943  114 11 21.59847        4.120   0.002  -0.000  -0.002  -0.444   0.081  -0.022  -1.3284083776   0.5521078610 -147.441200807 1
1621579707.00 2158.00000 456525.00   22 18 22.34944  114 11 21.59844        4.119   0.001  -0.001  -0.002   0.292   0.003   0.047  -1.3292334368   0.5524802835 -147.440484609 1
1621579708.00 2158.00000 456526.00   22 18 22.34945  114 11 21.59843        4.119   0.005   0.002  -0.002   0.440  -0.060  -0.051  -1.3284026480   0.5533683681 -147.441011731 1
1621579709.00 2158.00000 456527.00   22 18 22.34945  114 11 21.59843        4.119   0.004   0.002  -0.003  -0.177   0.007  -0.051  -1.3282536790   0.5540387287 -147.440627849 1
1621579710.00 2158.00000 456528.00   22 18 22.34945  114 11 21.59843        4.119  -0.001   0.001  -0.003  -0.473   0.131  -0.014  -1.3180493007   0.5533225315 -147.439642362 1
1621579711.00 2158.00000 456529.00   22 18 22.34945  114 11 21.59843        4.119  -0.004  -0.001  -0.003  -0.067   0.066   0.035  -1.3340119048   0.5431066940 -147.440083539 1
1621579712.00 2158.00000 456530.00   22 18 22.34945  114 11 21.59843        4.119   0.002   0.001  -0.004   0.581  -0.185  -0.079  -1.3271879775   0.5447338941 -147.442839466 1
1621579713.00 2158.00000 456531.00   22 18 22.34945  114 11 21.59843        4.119  -0.000   0.001  -0.003   0.154  -0.035  -0.051  -1.3237559603   0.5526063342 -147.439802790 1
1621579714.00 2158.00000 456532.00   22 18 22.34945  114 11 21.59843        4.119   0.002  -0.000  -0.005  -0.089   0.120  -0.051  -1.3327456681   0.5582385094 -147.440255426 1
1621579715.00 2158.00000 456533.00   22 18 22.34945  114 11 21.59843        4.119  -0.001   0.001  -0.005  -0.523  -0.179   0.053  -1.3218709291   0.5543366668 -147.438232885 1
1621579716.00 2158.00000 456534.00   22 18 22.34945  114 11 21.59843        4.119  -0.000   0.003  -0.005  -0.446  -0.028   0.031  -1.3294798087   0.5544111513 -147.439556418 1
1621579717.00 2158.00000 456535.00   22 18 22.34945  114 11 21.59843        4.119  -0.002   0.000  -0.005  -0.268   0.146   0.052  -1.3282364903   0.5550299457 -147.439355883 1
1621579718.00 2158.00000 456536.00   22 18 22.34945  114 11 21.59843        4.119  -0.003  -0.000  -0.002   0.156  -0.069   0.049  -1.3293480284   0.5530303230 -147.439023567 1
1621579719.00 2158.00000 456537.00   22 18 22.34945  114 11 21.59843        4.119  -0.001   0.002  -0.003   0.557   0.015  -0.035  -1.3337884513   0.5492488016 -147.440203860 1
1621579720.00 2158.00000 456538.00   22 18 22.34945  114 11 21.59843        4.119   0.000   0.001  -0.000   0.472   0.152  -0.038  -1.3396956462   0.5385574091 -147.439218373 1
1621579721.00 2158.00000 456539.00   22 18 22.34945  114 11 21.59843        4.119   0.008   0.004   0.001   0.107  -0.046  -0.026  -1.3328659892   0.5594589095 -147.439693928 1
1621579722.00 2158.00000 456540.00   22 18 22.34945  114 11 21.59843        4.119   0.006   0.002   0.002   0.092  -0.074  -0.069  -1.3319320680   0.5527954103 -147.438135483 1
1621579723.00 2158.00000 456541.00   22 18 22.34945  114 11 21.59843        4.119   0.004  -0.001   0.001  -0.055   0.148  -0.060  -1.3299840115   0.5536777653 -147.438742818 1
1621579724.00 2158.00000 456542.00   22 18 22.34945  114 11 21.59843        4.119   0.003  -0.000   0.004  -0.342  -0.167  -0.031  -1.3261165464   0.5509046496 -147.437883381 1
1621579725.00 2158.00000 456543.00   22 18 22.34945  114 11 21.59843        4.119   0.005   0.002   0.004  -0.520  -0.004   0.006  -1.3280073071   0.5549382725 -147.437619821 1
1621579726.00 2158.00000 456544.00   22 18 22.34945  114 11 21.59843        4.119  -0.001  -0.001   0.005  -0.499   0.092   0.051  -1.3286203720   0.5547549260 -147.438565201 1
1621579727.00 2158.00000 456545.00   22 18 22.34945  114 11 21.59843        4.119   0.000  -0.001   0.003  -0.380  -0.195   0.058  -1.3276062367   0.5520562948 -147.437722953 1
1621579728.00 2158.00000 456546.00   22 18 22.34945  114 11 21.59843        4.119  -0.000   0.000   0.004   0.092   0.016   0.070  -1.3293021917   0.5542220752 -147.438175590 1
1621579729.00 2158.00000 456547.00   22 18 22.34945  114 11 21.59843        4.119   0.001  -0.002   0.003   0.359   0.155   0.037  -1.3286490199   0.5556601993 -147.437912029 1
1621579730.00 2158.00000 456548.00   22 18 22.34945  114 11 21.59843        4.119   0.000  -0.002   0.004   0.471  -0.147  -0.056  -1.3290730086   0.5528641653 -147.436622874 1
1621579731.00 2158.00000 456549.00   22 18 22.34945  114 11 21.59843        4.119   0.000   0.000   0.001   0.503   0.042   0.046  -1.3291818706   0.5554195570 -147.437058322 1
1621579732.00 2158.00000 456550.00   22 18 22.34945  114 11 21.59843        4.119   0.001  -0.001   0.001   0.482   0.049  -0.009  -1.3285573466   0.5574019910 -147.437447933 1
1621579733.00 2158.00000 456551.00   22 18 22.34945  114 11 21.59843        4.119   0.002   0.002   0.001   0.514  -0.157  -0.036  -1.3282364903   0.5541533203 -147.437459392 1
1621579734.00 2158.00000 456552.00   22 18 22.34945  114 11 21.59843        4.119   0.001   0.001  -0.001   0.539   0.235  -0.024  -1.3267238817   0.5575108530 -147.437963595 1
1621579735.00 2158.00000 456553.00   22 18 22.34945  114 11 21.59843        4.119  -0.001  -0.002  -0.000   0.329  -0.111  -0.100  -1.3311127384   0.5537064132 -147.437327612 1
1621579736.00 2158.00000 456554.00   22 18 22.34945  114 11 21.59843        4.119   0.000   0.003  -0.002   0.402  -0.041  -0.069  -1.3313934877   0.5546517936 -147.437654198 1
1621579737.00 2158.00000 456555.00   22 18 22.34945  114 11 21.59843        4.119   0.003  -0.002  -0.003   0.172   0.180  -0.068  -1.3275260226   0.5574650164 -147.438307370 1
1621579738.00 2158.00000 456556.00   22 18 22.34945  114 11 21.59843        4.119  -0.000  -0.002  -0.003   0.155  -0.081  -0.065  -1.3240424392   0.5558779233 -147.438003702 1
1621579739.00 2158.00000 456557.00   22 18 22.34945  114 11 21.59843        4.119   0.001  -0.003  -0.002  -0.225   0.036  -0.070  -1.3275604001   0.5518041933 -147.438106835 1
1621579740.00 2158.00000 456558.00   22 18 22.34945  114 11 21.59843        4.119   0.001  -0.002  -0.001  -0.476   0.106   0.007  -1.3267811775   0.5531563737 -147.437081240 1
1621579741.00 2158.00000 456559.00   22 18 22.34945  114 11 21.59843        4.119  -0.001   0.000   0.000  -0.475  -0.215  -0.019  -1.3264717802   0.5493633931 -147.436846327 1
1621579742.00 2158.00000 456560.00   22 18 22.34945  114 11 21.59843        4.119  -0.002   0.000   0.001  -0.471   0.126   0.024  -1.3287979889   0.5513744750 -147.438880328 1
1621579743.00 2158.00000 456561.00   22 18 22.34945  114 11 21.59843        4.119  -0.001  -0.001   0.000  -0.514  -0.033   0.012  -1.3259904957   0.5503374214 -147.438880328 1
1621579744.00 2158.00000 456562.00   22 18 22.34945  114 11 21.59843        4.119  -0.003   0.001   0.003  -0.441  -0.067   0.062  -1.3276578029   0.5484695790 -147.439252750 1
1621579745.00 2158.00000 456563.00   22 18 22.34945  114 11 21.59843        4.119   0.002  -0.000   0.002  -0.072   0.060  -0.142  -1.3268843099   0.5498446777 -147.439292857 1
1621579746.00 2158.00000 456564.00   22 18 22.34949  114 11 21.59828        4.110  -0.000   0.002   0.002  -0.496   0.207   0.105  -1.3239507659   0.5502171002 -147.439791331 1
1621579747.00 2158.00000 456565.00   22 18 22.34951  114 11 21.59815        4.103   0.001   0.004   0.001   0.112   0.089  -0.077  -1.3279099043   0.5492373424 -147.439848626 1
1621579748.00 2158.00000 456566.00   22 18 22.34951  114 11 21.59815        4.103   0.002   0.001  -0.001  -0.169   0.148  -0.095  -1.3300527665   0.5494837143 -147.440158024 1
1621579749.00 2158.00000 456567.00   22 18 22.34951  114 11 21.59815        4.103   0.002   0.002  -0.001  -0.456  -0.149  -0.043  -1.3285859945   0.5468080014 -147.439373071 1
1621579750.00 2158.00000 456568.00   22 18 22.34951  114 11 21.59815        4.103   0.003   0.002  -0.002  -0.026   0.140  -0.071  -1.3286203720   0.5493519340 -147.439888733 1
1621579751.00 2158.00000 456569.00   22 18 22.34951  114 11 21.59815        4.103   0.002  -0.001  -0.003  -0.170  -0.071  -0.073  -1.3286719382   0.5480054832 -147.440352829 1
1621579752.00 2158.00000 456570.00   22 18 22.34951  114 11 21.59815        4.103   0.002  -0.002  -0.003  -0.039   0.068  -0.080  -1.3297032622   0.5499707284 -147.441006001 1
1621579753.00 2158.00000 456571.00   22 18 22.34951  114 11 21.59815        4.103   0.004  -0.004  -0.004  -0.192   0.077  -0.038  -1.3292105185   0.5499077030 -147.440444502 1
1621579754.00 2158.00000 456572.00   22 18 22.34952  114 11 21.59814        4.103   0.004  -0.002  -0.005   0.046  -0.178  -0.083  -1.3290672791   0.5484638494 -147.440851302 1
1621579755.00 2158.00000 456573.00   22 18 22.34952  114 11 21.59814        4.102   0.003  -0.003  -0.002   0.090   0.221  -0.063  -1.3267124225   0.5517239792 -147.441945652 1
1621579756.00 2158.00000 456574.00   22 18 22.34952  114 11 21.59814        4.102   0.004  -0.003  -0.004  -0.310  -0.069  -0.081  -1.3254691041   0.5494321481 -147.441619066 1
1621579757.00 2158.00000 456575.00   22 18 22.34952  114 11 21.59814        4.102   0.004  -0.001  -0.005  -0.397  -0.107  -0.052  -1.3230913292   0.5486758438 -147.441842519 1
1621579758.00 2158.00000 456576.00   22 18 22.34953  114 11 21.59817        4.100   0.002  -0.002  -0.005  -0.338   0.105  -0.043  -1.3321727103   0.5498332185 -147.442524339 1
1621579759.00 2158.00000 456577.00   22 18 22.34914  114 11 21.59793        4.092   0.003   0.114  -0.005  -0.429   0.279   0.067  -1.3223464841   0.6152420804 -147.440971624 1
1621579760.00 2158.00000 456578.00   22 18 22.34053  114 11 21.59185        4.086   0.004   0.536  -0.015  -0.045   0.548  -0.051  -1.3823294357   0.6190293314 -147.426831025 1
1621579761.00 2158.00000 456579.00   22 18 22.31239  114 11 21.57151        4.074   0.049   1.762  -0.019  -0.057   1.506   0.403  -1.2434845732   0.8511230751 -147.544791576 1
1621579762.00 2158.00000 456580.00   22 18 22.24803  114 11 21.52671        4.069   0.059   2.950  -0.054  -0.331   1.145   0.407  -1.3487025427   0.7607332533 -148.708222486 1
1621579763.00 2158.00000 456581.00   22 18 22.14944  114 11 21.46280        4.065   0.060   4.136  -0.110  -1.288   1.385  -0.278  -1.2021399387   0.5356811610 -150.969239996 1
1621579764.00 2158.00000 456582.00   22 18 22.01392  114 11 21.38181        4.025   0.119   5.341  -0.080  -0.450   1.052  -0.186  -1.2491282075   0.3066126345 -152.977497175 1
1621579765.00 2158.00000 456583.00   22 18 21.84417  114 11 21.28768        4.003   0.173   6.327  -0.105   0.644   1.791  -0.152  -1.2222049207   0.5619856534 -154.495749389 1
1621579766.00 2158.00000 456584.00   22 18 21.64621  114 11 21.17708        3.969   0.192   7.325  -0.091  -0.548   1.991   0.381  -0.1121049222   0.4405186008 -153.719076450 1
1621579767.00 2158.00000 456585.00   22 18 21.42772  114 11 21.04683        3.928   0.258   7.921  -0.089  -0.157   0.501   0.092  -0.5567144416  -0.2500502410 -150.659092212 1
1621579768.00 2158.00000 456586.00   22 18 21.20704  114 11 20.89456        3.881   0.208   8.125   0.002  -0.335  -1.056   0.286  -0.9838888554  -0.3758832319 -147.760779476 1
1621579769.00 2158.00000 456587.00   22 18 20.98808  114 11 20.74173        3.798   0.148   7.846  -0.077   0.262   0.656   0.227  -1.7975805977   0.2621396504 -148.762286784 1
1621579770.00 2158.00000 456588.00   22 18 20.77949  114 11 20.59603        3.733   0.207   7.413  -0.006   0.543  -2.156   0.264  -1.4807578553  -0.8509168103 -148.046141106 2
1621579771.00 2158.00000 456589.00   22 18 20.58917  114 11 20.45752        3.657   0.112   6.772  -0.020  -0.396  -0.655  -0.354  -1.4905668928  -0.3465764407 -146.981190182 2
1621579772.00 2158.00000 456590.00   22 18 20.41317  114 11 20.32512        3.557   0.193   6.430  -0.110  -0.487   0.718   0.521  -1.8223953998  -0.2220899005 -146.131849005 2
1621579773.00 2158.00000 456591.00   22 18 20.24262  114 11 20.19381        3.468   0.213   6.275  -0.038   0.043  -0.402   0.612  -1.8868646109  -0.4755606995 -146.084327886 2
1621579774.00 2158.00000 456592.00   22 18 20.08241  114 11 20.07517        3.363   0.104   5.611  -0.016  -0.923  -0.355  -0.279  -1.0411846349  -0.5486300071 -149.376766830 2
1621579775.00 2158.00000 456593.00   22 18 19.92462  114 11 19.99441        3.268  -0.120   5.161  -0.077  -1.453  -0.613   0.178  -0.6279502843  -0.5029939188 -163.011529425 2
1621579776.00 2158.00000 456594.00   22 18 19.76063  114 11 19.97986        3.198  -0.048   5.016   0.004  -2.816   0.483   0.482   0.1508368691  -0.7474635508 172.8010629830 2
1621579777.00 2158.00000 456595.00   22 18 19.61115  114 11 20.04064        3.115  -0.070   4.916  -0.026  -2.270   0.171  -0.015   1.2963800368  -0.5828069396 148.1633907783 2
1621579778.00 2158.00000 456596.00   22 18 19.49605  114 11 20.15572        3.036  -0.011   4.815  -0.047  -0.468   0.270   0.387   0.4588074136  -0.1546642272 129.6593692803 2
1621579779.00 2158.00000 456597.00   22 18 19.40093  114 11 20.29737        2.991   0.103   5.200  -0.030   0.049   0.674   0.360  -0.4807345084  -0.1621986222 123.3816311472 2
1621579780.00 2158.00000 456598.00   22 18 19.29921  114 11 20.45788        2.945   0.121   5.896  -0.081  -0.456   1.214   0.166  -0.7028244090   0.4253581375 122.7848096599 2
1621579781.00 2158.00000 456599.00   22 18 19.18385  114 11 20.63962        2.918   0.118   6.636  -0.045  -0.261   0.506  -0.007  -0.6351351751   0.4930531010 122.9901978407 2
1621579782.00 2158.00000 456600.00   22 18 19.05781  114 11 20.83869        2.876   0.153   7.144  -0.126  -0.299   1.387   0.061  -1.1831406582   0.6206966386 122.8465916990 2
1621579783.00 2158.00000 456601.00   22 18 18.92238  114 11 21.05287        2.899   0.175   7.670  -0.075  -0.184   0.335  -0.327  -0.5993253129   0.3087211192 122.5354526979 2
1621579784.00 2158.00000 456602.00   22 18 18.77936  114 11 21.27972        2.866   0.197   7.968  -0.079   1.288  -0.054   0.833  -1.0916450279   0.5729520656 122.9682134501 2
1621579785.00 2158.00000 456603.00   22 18 18.63345  114 11 21.50957        2.897   0.198   7.929  -0.027  -0.074  -2.046  -0.562  -1.5297801243   0.2175234269 122.9276193903 2
1621579786.00 2158.00000 456604.00   22 18 18.48945  114 11 21.73611        2.903   0.190   7.801  -0.053   0.309   0.272   0.064  -1.1901937687   0.4254211629 122.9137022455 2
1621579787.00 2158.00000 456605.00   22 18 18.34826  114 11 21.95868        2.890   0.196   7.621  -0.059   0.140  -0.335  -0.385  -1.1477089482   0.4852895229 123.0953642440 2
1621579788.00 2158.00000 456606.00   22 18 18.21043  114 11 22.17515        2.921   0.178   7.401   0.007  -1.467  -1.038  -0.557  -1.4197206614   0.5627706055 123.1871406237 2
1621579789.00 2158.00000 456607.00   22 18 18.07604  114 11 22.38399        2.924   0.213   7.169  -0.053  -0.422  -0.035   0.037  -0.6055992007   0.5385803274 123.2767798707 2
1621579790.00 2158.00000 456608.00   22 18 17.95131  114 11 22.58990        2.918   0.120   6.943  -0.054  -0.463   0.304   0.034  -1.0289462564   0.3585340699 119.9634336964 2
1621579791.00 2158.00000 456609.00   22 18 17.84190  114 11 22.79587        2.924   0.148   6.669  -0.032  -0.531  -0.544   0.061  -1.2127396579   0.4859541539 118.2720279077 2
1621579792.00 2158.00000 456610.00   22 18 17.73638  114 11 22.99031        2.923   0.174   6.194  -0.021  -0.197  -0.643  -0.241  -1.8221776759   0.2012399664 119.9172303798 2
1621579793.00 2158.00000 456611.00   22 18 17.63641  114 11 23.16054        2.932   0.139   5.344  -0.031   0.125  -1.526  -0.179  -1.3782557058   0.2111521362 121.4170791888 2
